ID,Station Name,Total Docks,Docks in Service,Status,Latitude,Longitude,Location
1695777002429618978,Public Rack - Ashland Ave & 83rd St,1,1,In Service,41.742715,-87.663551,"(41.742715, -87.663551)"
1695777003591137960,Public Rack - King Dr & 71st St,2,2,In Service,41.765862,-87.614787,"(41.765862, -87.614787)"
1695777004185285124,Public Rack - Prairie Ave & 78th St,3,3,In Service,41.752229,-87.617995,"(41.752229, -87.617995)"
1695777004185285136,Public Rack - Ashland Ave & 63rd St,1,1,In Service,41.779127,-87.664039,"(41.779127, -87.664039)"
1695777008480252434,Public Rack - Michigan Ave & 67th St,2,2,In Service,41.772068,-87.621686,"(41.772068, -87.621686)"
1695777010841019090,Public Rack - Marquette Rd & 67th St,2,2,In Service,41.773095,-87.612886,"(41.773095, -87.612886)"
1695777014128478334,Public Rack - Champlain Ave & 65th St,2,2,In Service,41.775904,-87.609301,"(41.775904, -87.609301)"
1715823792589300662,Public Rack - Whipple St & 63rd St,1,1,In Service,41.77888,-87.699811,"(41.77888, -87.699811)"
1715823801179235270,Public Rack - Pulaski Rd & 65th St,2,2,In Service,41.773551,-87.722805,"(41.773551, -87.722805)"
1715846713038684536,Public Rack - Kedvale Ave & 26th St,1,1,In Service,41.844265,-87.728103,"(41.844265, -87.728103)"
1715823826949039076,Public Rack - Kedzie Ave & 54th Pl,1,1,In Service,41.794639,-87.703767,"(41.794639, -87.703767)"
1715846704448749936,Public Rack - Kedzie Ave & Walnut St,1,1,In Service,41.885891,-87.706425,"(41.885891, -87.706425)"
1715823829734775370,Public Rack - Maplewood Ave & 47th St,1,1,In Service,41.808413,-87.688535,"(41.808413, -87.688535)"
1715823812554906158,Public Rack - Homan Ave & 62nd Pl,1,1,In Service,41.779668,-87.707834,"(41.779668, -87.707834)"
1715823821144840768,Public Rack - Laflin St &51st ST,2,2,In Service,41.801354,-87.662076,"(41.801354, -87.662076)"
1715846718385914740,Public Rack - Lawndale Ave & 23rd St,2,2,In Service,41.849956,-87.716712,"(41.849956, -87.716712)"
1715846691563848024,Public Rack - Division St & Christiana Ave,2,2,In Service,41.90254,-87.71085,"(41.90254, -87.71085)"
1715823795375036962,Public Rack - Maplewood Ave & 63rd St,1,1,In Service,41.779343,-87.686763,"(41.779343, -87.686763)"
1715846688321143646,Public Rack - Grand Ave & Lawndale Ave,2,2,In Service,41.9035,-87.7204,"(41.9035, -87.7204)"
1715846705501012842,Public Rack - Independence Blvd & Roosevelt,1,1,In Service,41.8662123,-87.7184969,"(41.8662123, -87.7184969)"
1715823822654071768,Public Rack - Hoyne Ave & 51st St,2,2,In Service,41.801001,-87.676773,"(41.801001, -87.676773)"
1715846709795980144,Public Rack - Homan Ave & Roosevelt,1,1,In Service,41.86649,-87.710786,"(41.86649, -87.710786)"
1715846695858815334,Public Rack - Kildare Ave & North Ave,1,1,In Service,41.909866,-87.73399,"(41.909866, -87.73399)"
1715846717333651852,Public Rack - Washington Park Ct & 51st St,2,2,In Service,41.8021917,-87.6151444,"(41.8021917, -87.6151444)"
1715823816849873464,Public Rack - Talman Ave & Pershing Rd,1,1,In Service,41.822592,-87.690725,"(41.822592, -87.690725)"
1715823822654071770,Public Rack - Oakley Ave & 50th Pl,1,1,In Service,41.80193,-87.680903,"(41.80193, -87.680903)"
1715846714090947442,Public Rack - Pulaski Rd & Grenshaw St,1,1,In Service,41.8670279,-87.7254644,"(41.8670279, -87.7254644)"
1715846688321143644,Public Rack - Rockwell & Division,1,1,In Service,41.90282,-87.692397,"(41.90282, -87.692397)"
1715823805474202572,Public Rack - Kedzie Ave & 60th St,1,1,In Service,41.785235,-87.703131,"(41.785235, -87.703131)"
1715823796884267962,Public Rack - Lawndale & 63rd St,1,1,In Service,41.777732,-87.713878,"(41.777732, -87.713878)"
1715823786785102364,Public Rack - Sangamon St & 87th St,1,1,In Service,41.73582,-87.646896,"(41.73582, -87.646896)"
1715846700153782638,Public Rack - Central Park Ave & Fulton Blvd,2,2,In Service,41.8861512,-87.7155114,"(41.8861512, -87.7155114)"
1715823816849873466,Public Rack - Throop St & 48t ST,1,1,In Service,41.806999,-87.657942,"(41.806999, -87.657942)"
1715846692616110944,Public Rack - Kedzie Ave & Chicago Ave,1,1,In Service,41.89556,-87.70641,"(41.89556, -87.70641)"
1715823805474202570,Public Rack - Western Ave & 62nd St,1,1,In Service,41.780964,-87.683757,"(41.780964, -87.683757)"
1715846713038684540,Public Rack - Komensky Ave & 26th St,1,1,In Service,41.844168,-87.726317,"(41.844168, -87.726317)"
1715846708743717234,Public Rack - St Louis Ave & Flournoy St,1,1,In Service,41.8727811,-87.7131562,"(41.8727811, -87.7131562)"
1715823829734775372,Public Rack - Western Ave & 47th Pl,1,1,In Service,41.808038,-87.684709,"(41.808038, -87.684709)"
1715823825439808068,Public Rack - Western Blvd & 52nd St,1,1,In Service,41.798974,-87.681909,"(41.798974, -87.681909)"
1715823796884267966,Public Rack - Komensky Ave & 63rd St,1,1,In Service,41.77882,-87.723599,"(41.77882, -87.723599)"
1715846691563848032,Public Rack - Sawyer Ave & Chicago Ave,1,1,In Service,41.8954597,-87.7080933,"(41.8954597, -87.7080933)"
1715823818359104470,Public Rack - Loomis Blvd & 47th St,1,1,In Service,41.808746,-87.66026,"(41.808746, -87.66026)"
1715823791080069664,Public Rack - Fairfield Ave & 63rd St,1,1,In Service,41.77926,-87.692703,"(41.77926, -87.692703)"
1715823812554906162,Public Rack - Kedzie Ave & 62nd Pl,1,1,In Service,41.780148,-87.703338,"(41.780148, -87.703338)"
1674190269611780566,Public Rack - Cottage Grove Ave & 75th St,1,1,In Service,41.758739,-87.605769,"(41.758739, -87.605769)"
1674190484360145744,Public Rack - Menard Ave & Adams Blvd,2,2,In Service,41.877684,-87.769356,"(41.877684, -87.769356)"
1674190578849426420,Pubic Rack - Pulaski Rd & 41st,2,2,In Service,41.81791,-87.72413,"(41.81791, -87.72413)"
1674190583144393718,Public Rack - Pulaski Rd & 44th St,2,2,In Service,41.8129,-87.7225,"(41.8129, -87.7225)"
1674190634684001356,Public Rack - The Montessori School of Englewood,2,2,In Service,41.76766,-87.66781,"(41.76766, -87.66781)"
1674190643273935964,Public Rack - Vincennes Ave & 95th Pl,1,1,In Service,41.720562,-87.650971,"(41.720562, -87.650971)"
1674190643273935966,Public Rack - Vincennes Ave & 95th St,1,1,In Service,41.721168,-87.650663,"(41.721168, -87.650663)"
1677249871073777812,Public Rack - Ada St & 119th St,1,1,In Service,41.677326,-87.654473,"(41.677326, -87.654473)"
1677249875368745110,Public Rack - Pullman Community Center,1,1,In Service,41.70428,-87.59313,"(41.70428, -87.59313)"
1677249875368745112,Public Rack - Pullman - Walmart,1,1,In Service,41.69696,-87.59829,"(41.69696, -87.59829)"
1677249875368745118,Public Rack - Pullman - Ross Dress for Less,1,1,In Service,41.69868,-87.597,"(41.69868, -87.597)"
1677249879663712420,Public Rack - 10101 S Stony Island Ave,2,2,In Service,41.70838,-87.581455,"(41.70838, -87.581455)"
1677249883958679720,Public Rack - Torrence Ave & 103rd St,1,1,In Service,41.70843,-87.56026,"(41.70843, -87.56026)"
1677249883958679722,Public Rack - Bensley Ave & 103rd St,1,1,In Service,41.7084,-87.56319,"(41.7084, -87.56319)"
1677249888253647022,Public Rack - Michigan Ave & 125th Pl,1,1,In Service,41.666395,-87.619933,"(41.666395, -87.619933)"
1677249888253647024,Public Rack - Michigan Ave & 119th St,1,1,In Service,41.677934,-87.620754,"(41.677934, -87.620754)"
1677249888253647030,Public Rack - Michigan Ave & 121st St,1,1,In Service,41.67413,-87.620448,"(41.67413, -87.620448)"
212,Wells St & Hubbard St,31,31,In Service,41.889906,-87.634266,"(41.889906, -87.634266)"
560,Marshfield Ave & 59th St,11,11,In Service,41.786833,-87.666215,"(41.786833, -87.666215)"
1674190415640668882,Public Rack - Kimbark Ave & 63rd St,2,2,In Service,41.780667,-87.594212,"(41.780667, -87.594212)"
1674190415640668886,Public Rack - Kimbark Ave & 67th St,2,2,In Service,41.774045,-87.594322,"(41.774045, -87.594322)"
1674190419935636188,Public Rack - Kolin Ave & Archer Ave,2,2,In Service,41.800514,-87.731802,"(41.800514, -87.731802)"
1674190424230603488,Public Rack - Kostner Ave & Lake St,1,1,In Service,41.885708,-87.735424,"(41.885708, -87.735424)"
1674190424230603496,Public Rack - Lafayette Ave & 87th St - NW,1,1,In Service,41.736354,-87.626741,"(41.736354, -87.626741)"
1674190462885309230,Public Rack - Lowe Park,2,2,In Service,41.799605,-87.641464,"(41.799605, -87.641464)"
1674190471475243834,Public Rack - Marshfield Ave & 45th St,1,1,In Service,41.812343,-87.666239,"(41.812343, -87.666239)"
1674190471475243832,Public Rack - Marquette Ave & 79th St,1,1,In Service,41.75163,-87.558707,"(41.75163, -87.558707)"
1674190475770211132,Public Rack - Marshfield Ave & 87th St,1,1,In Service,41.735527,-87.663867,"(41.735527, -87.663867)"
1674190475770211134,Public Rack - Martin Luther King Dr & 69th St,1,1,In Service,41.769234,-87.615206,"(41.769234, -87.615206)"
1674190475770211136,Public Rack - Mason Ave & Roosevelt Rd,1,1,In Service,41.865608,-87.772389,"(41.865608, -87.772389)"
1674190475770211138,Public Rack - May St & 63rd St,1,1,In Service,41.77977,-87.652943,"(41.77977, -87.652943)"
1674190480065178436,Public Rack - May St & 78th St,1,1,In Service,41.752451,-87.652969,"(41.752451, -87.652969)"
1674190484360145746,Public Rack - Menard Ave & Agusta Blvd,1,1,In Service,41.898333,-87.770501,"(41.898333, -87.770501)"
1674190492950080346,Public Rack - Menard Ave & Madison St,2,2,In Service,41.880021,-87.770325,"(41.880021, -87.770325)"
1674190492950080350,Public Rack - Michigan Ave & 102nd St,1,1,In Service,41.7083,-87.61984,"(41.7083, -87.61984)"
1674190497245047650,Public Rack - Michigan Ave & 110th St,1,1,In Service,41.694364,-87.620715,"(41.694364, -87.620715)"
1674190497245047652,Public Rack - Michigan Ave & 113th St,1,1,In Service,41.688872,-87.620879,"(41.688872, -87.620879)"
1674190497245047656,Public Rack - Michigan Ave & 96th St,3,3,In Service,41.718957,-87.62067,"(41.718957, -87.62067)"
1674190501540014954,Public Rack - Midway Orange Line,1,1,In Service,41.785894,-87.738031,"(41.785894, -87.738031)"
1674190510129949562,Public Rack - Morgan St & 103rd St,2,2,In Service,41.706657,-87.647476,"(41.706657, -87.647476)"
1674190510129949566,Public Rack - Morgan St & 87th St,1,1,In Service,41.73577,-87.648133,"(41.73577, -87.648133)"
1674190510129949568,Public Rack - Morgan St & 95th St,2,2,In Service,41.721215,-87.647435,"(41.721215, -87.647435)"
1674190514424916870,Public Rack - Mt Greenwood Library N,2,2,In Service,41.693027,-87.701054,"(41.693027, -87.701054)"
1674190514424916872,Public Rack - Mt Greenwood Library - South,2,2,In Service,41.692883,-87.701048,"(41.692883, -87.701048)"
1674190514424916874,Public Rack - Muskegon Ave & 89th St,1,1,In Service,41.733044,-87.555652,"(41.733044, -87.555652)"
1674190523014851470,Public Rack - N Narragansett Ave & Grand Ave,1,1,In Service,41.9225804,-87.7849799,"(41.9225804, -87.7849799)"
1674190523014851472,Public Rack - N Sayre Ave & W Belden Ave,1,1,In Service,41.921425,-87.800825,"(41.921425, -87.800825)"
1674190527309818770,Public Rack - Nagle Ave & Belmont Ave,1,1,In Service,41.938201,-87.787415,"(41.938201, -87.787415)"
1674190527309818774,Public Rack - Neva Ave & Grand Ave,1,1,In Service,41.923604,-87.804659,"(41.923604, -87.804659)"
1674190527309818776,Public Rack - New England Ave & Grace St,1,1,In Service,41.949269,-87.798395,"(41.949269, -87.798395)"
1674190531604786074,Public Rack - Newcastle Ave & Belden Ave,1,1,In Service,41.921017,-87.797388,"(41.921017, -87.797388)"
1674190531604786076,Public Rack - Newcastle Ave & Belmont Ave,2,2,In Service,41.938022,-87.7961,"(41.938022, -87.7961)"
1674190531604786080,Public Rack - Newcastle Ave & Wellington Ave,1,1,In Service,41.934997,-87.795777,"(41.934997, -87.795777)"
1674190535899753380,Public Rack - Newland Ave & Diversey Ave,1,1,In Service,41.93098,-87.79944,"(41.93098, -87.79944)"
1674190535899753382,Public Rack - Nordica Ave & Addison St,1,1,In Service,41.945428,-87.803458,"(41.945428, -87.803458)"
1674190535899753386,Public Rack - Normal Ave & 72nd St,4,4,In Service,41.763584,-87.637213,"(41.763584, -87.637213)"
1674190540194720684,Public Rack - Oakley & 79th Pl,1,1,In Service,41.749095,-87.679637,"(41.749095, -87.679637)"
1674190540194720686,Public Rack - Oglesby Ave & 105th St,1,1,In Service,41.704672,-87.565519,"(41.704672, -87.565519)"
1674190540194720688,Public Rack - Oglesby Ave & 95th St,1,1,In Service,41.722484,-87.565738,"(41.722484, -87.565738)"
1674190544489687988,Public Rack - Oketo Ave & Belmont Ave,1,1,In Service,41.938117,-87.811862,"(41.938117, -87.811862)"
1674190544489687990,Public Rack - Oleander Ave & Addison St,3,3,In Service,41.944983,-87.815865,"(41.944983, -87.815865)"
1674190544489687992,Public Rack - Orville T Bright School,2,2,In Service,41.700168,-87.562148,"(41.700168, -87.562148)"
1674190544489687994,Public Rack - Ozark Ave & Addison St,2,2,In Service,41.945075,-87.820037,"(41.945075, -87.820037)"
1674190548784655292,Public Rack - Panama Ave & Forest Preserve Ave,2,2,In Service,41.943162,-87.82909,"(41.943162, -87.82909)"
1674190548784655294,Public Rack - Park Manor Elementary School,3,3,In Service,41.766863,-87.611467,"(41.766863, -87.611467)"
1674190553079622596,Public Rack - Parnell Ave & 103rd St,1,1,In Service,41.706868,-87.637208,"(41.706868, -87.637208)"
1674190553079622598,Public Rack - Parnell Ave & 119th St,1,1,In Service,41.67711,-87.635677,"(41.67711, -87.635677)"
1674190553079622600,Public Rack - Parnell Ave & 98th St,2,2,In Service,41.715983,-87.637067,"(41.715983, -87.637067)"
1674190557374589898,Public Rack - Paul Revere Elementary School,3,3,In Service,41.764225,-87.600166,"(41.764225, -87.600166)"
1674190557374589904,Public Rack - Peoria St & 60th St,2,2,In Service,41.784872,-87.647482,"(41.784872, -87.647482)"
1674190561669557204,Public Rack - Percy Julian HS,3,3,In Service,41.705999,-87.65381,"(41.705999, -87.65381)"
1674190561669557206,Public Rack - Perry Ave & 108th Pl,2,2,In Service,41.696967,-87.626143,"(41.696967, -87.626143)"
1674190561669557208,Public Rack - Piotrowski Park,2,2,In Service,41.836682,-87.73083,"(41.836682, -87.73083)"
1674190565964524508,Public Rack - Pittsburgh Ave & Irving Park,1,1,In Service,41.951911,-87.83267,"(41.951911, -87.83267)"
1674190565964524510,Public Rack - Plainfield Ave & Irving Park Rd,2,2,In Service,41.952133,-87.833817,"(41.952133, -87.833817)"
1674190565964524512,Public Rack - Prairie Ave & 47th St,1,1,In Service,41.809497,-87.618997,"(41.809497, -87.618997)"
1674190570259491812,Public Rack - Prairie Ave & 85th St,2,2,In Service,41.739986,-87.617645,"(41.739986, -87.617645)"
1674190570259491814,Public Rack - Princeton Ave & 43rd St,2,2,In Service,41.815883,-87.633718,"(41.815883, -87.633718)"
1674190574554459112,Public Rack - Princeton Ave & 99th Pl,1,1,In Service,41.713311,-87.631095,"(41.713311, -87.631095)"
1674190574554459116,Public Rack - Pulaski & 52nd,1,1,In Service,41.797244,-87.723377,"(41.797244, -87.723377)"
1674190583144393720,Public Rack - Pulaski Rd & 51st Rd,1,1,In Service,41.800111,-87.723537,"(41.800111, -87.723537)"
1674190591734328322,Public Rack - Racine Ave & 74th St,1,1,In Service,41.759439,-87.654146,"(41.759439, -87.654146)"
1674190591734328324,Public Rack - Racine Ave & 76th,2,2,In Service,41.755786,-87.654054,"(41.755786, -87.654054)"
1674190591734328326,Public Rack - Racine Ave & 83rd St,1,1,In Service,41.743367,-87.653661,"(41.743367, -87.653661)"
1674190596029295624,Public Rack - Rhodes Ave & 79th St,1,1,In Service,41.751058,-87.611439,"(41.751058, -87.611439)"
1674190596029295628,Public Rack - Robert Fulton Elementary School,2,2,In Service,41.797439,-87.668504,"(41.797439, -87.668504)"
1674190596029295630,Public Rack - Rockwell & 111th St,2,2,In Service,41.691359,-87.68572,"(41.691359, -87.68572)"
1674190600324262930,Public Rack - Rutherford Ave & Belmont Ave,1,1,In Service,41.938315,-87.793848,"(41.938315, -87.793848)"
1674190608914197532,Public Rack - Sacramento Blvd & Washington Blvd,2,2,In Service,41.882994,-87.700036,"(41.882994, -87.700036)"
1674190608914197534,Public Rack - Sangamon St & 79th St,1,1,In Service,41.750395,-87.647464,"(41.750395, -87.647464)"
1674190608914197536,Public Rack - Sawyer Ave & 111th St,1,1,In Service,41.691411,-87.70229,"(41.691411, -87.70229)"
1674190613209164834,"Public Rack - Senka ""Edward Duke"" Park",2,2,In Service,41.790565,-87.710992,"(41.790565, -87.710992)"
1674190613209164836,Public Rack - South Shore High School,3,3,In Service,41.756444,-87.579556,"(41.756444, -87.579556)"
1674190617504132144,Public Rack - Springfield Ave & 63rd St,1,1,In Service,41.778582,-87.718925,"(41.778582, -87.718925)"
1674190621799099446,Public Rack - State St & 47th st,2,2,In Service,41.809085,-87.627384,"(41.809085, -87.627384)"
1674190621799099448,Public Rack - Stewart Ave & 123rd St,5,5,In Service,41.670563,-87.632188,"(41.670563, -87.632188)"
1674190626094066746,Public Rack - Stony Is Ave & 73rd St,2,2,In Service,41.762265,-87.585469,"(41.762265, -87.585469)"
1674190626094066752,Public Rack - Stony Island & 95th St,1,1,In Service,41.72228,-87.584943,"(41.72228, -87.584943)"
1674190630389034054,Public Rack - Stony Island Ave & 86th St,1,1,In Service,41.738473,-87.585851,"(41.738473, -87.585851)"
1674190630389034056,Public Rack - Strohacker Park,2,2,In Service,41.79482,-87.732112,"(41.79482, -87.732112)"
1674190630389034058,Public Rack - Talman Ave & 51st St,2,2,In Service,41.800908,-87.690802,"(41.800908, -87.690802)"
1674190634684001358,Public Rack - Throop St & 58th St,3,3,In Service,41.788541,-87.65621,"(41.788541, -87.65621)"
1674190634684001360,Public Rack - Torrence Ave & 98th St,2,2,In Service,41.717059,-87.559986,"(41.717059, -87.559986)"
1674190638978968660,Public Rack - Trumbull Ave & 111th St,1,1,In Service,41.691596,-87.707397,"(41.691596, -87.707397)"
1674190638978968662,Public Rack - Tuley (Murray) Park,2,2,In Service,41.73034,-87.611734,"(41.73034, -87.611734)"
1674190638978968664,Public Rack - Vincennes Ave & 87th St,1,1,In Service,41.735607,-87.645345,"(41.735607, -87.645345)"
1674190643273935970,Public Rack - Vincennes Ave & 99th St,1,1,In Service,41.712937,-87.653984,"(41.712937, -87.653984)"
1674190647568903268,Public Rack - Wabash Ave & 87th St,1,1,In Service,41.736063,-87.622952,"(41.736063, -87.622952)"
1674190647568903270,Public Rack - Walden Pkwy & 103rd St,1,1,In Service,41.706205,-87.668965,"(41.706205, -87.668965)"
1674190647568903272,Public Rack - Wallace St & 112 St,3,3,In Service,41.690092,-87.637636,"(41.690092, -87.637636)"
1674190647568903276,Public Rack - Waller Ave & Chicago Ave,1,1,In Service,41.894681,-87.768156,"(41.894681, -87.768156)"
1674190651863870574,Public Rack - Washtenaw Ave & 63rd St,2,2,In Service,41.77924,-87.691116,"(41.77924, -87.691116)"
1674190651863870576,Public Rack - Washtenaw Ave & Superior St,5,5,In Service,41.894738,-87.695204,"(41.894738, -87.695204)"
1674190651863870582,Public Rack - Wentworth Ave & 103rd St,1,1,In Service,41.707257,-87.627826,"(41.707257, -87.627826)"
1674190656158837882,Public Rack - Wentworth Ave & 79th St,1,1,In Service,41.750712,-87.629949,"(41.750712, -87.629949)"
1674190656158837886,Public Rack - West Chatham Park,2,2,In Service,41.745834,-87.631562,"(41.745834, -87.631562)"
1674190656158837890,Public Rack - West Lawn Park,4,4,In Service,41.774815,-87.728303,"(41.774815, -87.728303)"
1674190660453805188,Public Rack - Western Ave & 100th St,2,2,In Service,41.711666,-87.681963,"(41.711666, -87.681963)"
1674190660453805190,Public Rack - Western Ave & 104th St - East,2,2,In Service,41.704366,-87.681733,"(41.704366, -87.681733)"
1674190660453805192,Public Rack - Western Ave & 104th St - West,2,2,In Service,41.703952,-87.681953,"(41.703952, -87.681953)"
1674190664748772492,Public Rack - Western Ave & 105th St,2,2,In Service,41.702609,-87.681492,"(41.702609, -87.681492)"
1674190664748772494,Public Rack - Western Ave & 106th St - East,1,1,In Service,41.700576,-87.681294,"(41.700576, -87.681294)"
1674190664748772496,Public Rack - Western Ave & 111th St - NW,1,1,In Service,41.69197,-87.681659,"(41.69197, -87.681659)"
1674190664748772498,Public Rack - Western Ave & 111th St - SW,2,2,In Service,41.69161,-87.681523,"(41.69161, -87.681523)"
1674190669043739798,Public Rack - Western Ave & 116th St,1,1,In Service,41.6824,-87.681048,"(41.6824, -87.681048)"
1674190669043739800,Public Rack - Western Ave & 79th St,1,1,In Service,41.750057,-87.682777,"(41.750057, -87.682777)"
1674190673338707098,Public Rack - Western Ave & 92nd Pl,2,2,In Service,41.725538,-87.681968,"(41.725538, -87.681968)"
1674190673338707102,Public Rack - Western Blvd & 49th St,1,1,In Service,41.80478,-87.683749,"(41.80478, -87.683749)"
1674190673338707104,Public Rack - Western Blvd & 53rd St,1,1,In Service,41.796775,-87.683362,"(41.796775, -87.683362)"
1674190677633674406,Public Rack - William Rainey Harper High School,2,2,In Service,41.775267,-87.669156,"(41.775267, -87.669156)"
1674190677633674408,Public Rack - Winchester Ave & 87th St,1,1,In Service,41.735989,-87.672181,"(41.735989, -87.672181)"
1674190686223609002,Public Rack - Wood St & 103rd St,1,1,In Service,41.706498,-87.667091,"(41.706498, -87.667091)"
1674190690518576300,Public Rack - Yale Ave & 119th St,1,1,In Service,41.677795,-87.629077,"(41.677795, -87.629077)"
1674190694813543598,Public Rack - Yates Ave & 100th St,2,2,In Service,41.713437,-87.564405,"(41.713437, -87.564405)"
1677249798059333674,Public Rack - Lowe Ave & 119th St,1,1,In Service,41.677708,-87.638711,"(41.677708, -87.638711)"
1677249802354300976,Public Rack - Elizabeth St & 115th St,1,1,In Service,41.684942,-87.65266,"(41.684942, -87.65266)"
1677249802354300978,Public Rack - Halsted St & 111th St,1,1,In Service,41.691838,-87.642747,"(41.691838, -87.642747)"
1677249815239202874,Public Rack - Green St & 103rd St,1,1,In Service,41.70665,-87.643422,"(41.70665, -87.643422)"
1677249819534170180,Public Rack - East End Ave & 87th St,1,1,In Service,41.737054,-87.583998,"(41.737054, -87.583998)"
1677249823829137478,Public Rack - Bishop St & 81st St,2,2,In Service,41.745827,-87.659849,"(41.745827, -87.659849)"
1677249823829137480,Public Rack - Ada St & 79th St,2,2,In Service,41.750522,-87.657252,"(41.750522, -87.657252)"
1677249828124104786,Public Rack - Aida Food Market,1,1,In Service,41.749896,-87.643693,"(41.749896, -87.643693)"
1677249828124104788,Public Rack - Ingleside Ave & 79th St,1,1,In Service,41.751448,-87.601136,"(41.751448, -87.601136)"
1677249832419072086,Public Rack - Colfax Ave & 83rd St,2,2,In Service,41.744818,-87.561055,"(41.744818, -87.561055)"
1677249836714039386,Public Rack - Baker Ave & 863rd Pl,1,1,In Service,41.743346,-87.550582,"(41.743346, -87.550582)"
1677249836714039390,Public Rack - Lawndale Ave & 111th St,1,1,In Service,41.691501,-87.71332,"(41.691501, -87.71332)"
1677249841009006688,Public Rack - Christiana Ave & 111th St,1,1,In Service,41.69137,-87.704809,"(41.69137, -87.704809)"
1677249841009006690,Public Rack - Troy & 111th St,1,1,In Service,41.691373,-87.700281,"(41.691373, -87.700281)"
1677249841009006694,Public Rack - Homewood Ave & Monterey Ave,1,1,In Service,41.691691,-87.670161,"(41.691691, -87.670161)"
1677249845303973992,Public Rack - Western Ave & 111th St - SE,1,1,In Service,41.691665,-87.681022,"(41.691665, -87.681022)"
1677249845303973994,Public Rack - Longwood Dr & 111th St,2,2,In Service,41.69163,-87.671782,"(41.69163, -87.671782)"
1677249845303973996,Public Rack - Western Ave & 118th St,1,1,In Service,41.678349,-87.680919,"(41.678349, -87.680919)"
1677249849598941294,Public Rack - Hale Ave & 111th St,1,1,In Service,41.691801,-87.671351,"(41.691801, -87.671351)"
1677249849598941296,Public Rack - Hoyne Ave & 110th Pl,2,2,In Service,41.692458,-87.674035,"(41.692458, -87.674035)"
1677249849598941300,Public Rack - Western Ave & 106th St - West,1,1,In Service,41.701379,-87.681826,"(41.701379, -87.681826)"
1677249853893908598,Public Rack - Walden Pkwy & 99th St,1,1,In Service,41.71397,-87.667798,"(41.71397, -87.667798)"
1677249853893908600,Public Rack - Yates Blvd & Exchange Ave,2,2,In Service,41.765088,-87.565918,"(41.765088, -87.565918)"
1677249858188875900,Public Rack - Calumet Ave & Garfield Blvd,1,1,In Service,41.794886,-87.617415,"(41.794886, -87.617415)"
1677249858188875902,Public Rack - Normal Blvd & 61st Pl,2,2,In Service,41.782314,-87.637358,"(41.782314, -87.637358)"
1677249862483843200,Public Rack - Wolcott Ave & 61st St,4,4,In Service,41.782378,-87.671719,"(41.782378, -87.671719)"
1677249862483843202,Public Rack - Wolcott Ave & 56th St,2,2,In Service,41.791198,-87.671949,"(41.791198, -87.671949)"
1677249862483843204,Public Rack - Emerald Ave & 43rd St,2,2,In Service,41.81643,-87.644754,"(41.81643, -87.644754)"
1677249866778810502,Public Rack - Halsted St & 41st St,1,1,In Service,41.820147,-87.64568,"(41.820147, -87.64568)"
1677249866778810508,Public Rack - Martin Luther King Dr & 44th St,2,2,In Service,41.814445,-87.616265,"(41.814445, -87.616265)"
1677249871073777806,Public Rack - Laflin St & 51st St,2,2,In Service,41.801354,-87.662076,"(41.801354, -87.662076)"
1677249871073777808,Public Rack - Wood St & 47th St,1,1,In Service,41.80864,-87.669974,"(41.80864, -87.669974)"
1677249879663712418,Public Rack - Pullman - Planet Fitness,1,1,In Service,41.69782,-87.59779,"(41.69782, -87.59779)"
1677249883958679718,Public Rack - Torrence Ave  & 106th St,1,1,In Service,41.702566,-87.559923,"(41.702566, -87.559923)"
1683527955055720454,Public Rack - Prairie Ave & Garfield Blvd N,1,1,In Service,41.79480875,-87.61890696,"(41.79480875, -87.61890696)"
1683527972235589666,Public Rack - Woodlawn Ave & 63rd St N,1,1,In Service,41.780621,-87.596033,"(41.780621, -87.596033)"
1683527974474827792,Public Rack - Woodlawn Ave & 63rd St S,1,1,In Service,41.779484,-87.596028,"(41.779484, -87.596028)"
1715823782490135060,Public Rack - Ewing Ave & 96th St S,1,1,In Service,41.720634,-87.53517,"(41.720634, -87.53517)"
1715823801179235264,Public Rack - Kedvale Ave & 63rd St W,1,1,In Service,41.778761,-87.726892,"(41.778761, -87.726892)"
1715823808259938858,Public Rack - Kenneth Ave & 63rd St E,1,1,In Service,41.778411,-87.733387,"(41.778411, -87.733387)"
1715823812554906166,Public Rack - Kedzie Ave & 61st Pl W,1,1,In Service,41.78201,-87.7034,"(41.78201, -87.7034)"
1715846696911078242,Public Rack - Tripp Ave & North Ave,2,2,In Service,41.90995395,-87.73271446,"(41.90995395, -87.73271446)"
1715846700153782636,Public Rack - Homan Ave & Lake St,2,2,In Service,41.88474,-87.711357,"(41.88474, -87.711357)"
1715846701206045544,Public Rack - Garfield Park Conservatory,2,2,In Service,41.88658,-87.716646,"(41.88658, -87.716646)"
1715846705501012844,Public Rack - Lawndale Ave & Roosevelt,2,2,In Service,41.866225,-87.717918,"(41.866225, -87.717918)"
1715846718385914742,Public Rack - Ashland Ave & 74th St,2,2,In Service,41.759735,-87.663736,"(41.759735, -87.663736)"
320,Loomis St & Lexington St,19,19,In Service,41.872187,-87.661501,"(41.872187, -87.661501)"
54,Ogden Ave & Chicago Ave,19,19,In Service,41.896362458,-87.654061273,"(41.896362458, -87.6540612729)"
693,Baltimore Ave & 87th St,15,15,In Service,41.7373356,-87.548514605,"(41.737335600416664, -87.54851460456847)"
